text,score,title
She's full of crap.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
U STUPID OLD BIDDIE.!!! U are a disgrace 2 all of us who would give up those BLOODY GUNS 4 OUR Grandchildren. Sit down & 4 God sake SHUT UP.😜,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Stupid ignorant people.,1,Texas Gun Law UNLEASHES Wave of Shootings
"The left should be armed, and taking away a woman's bodily autonomy is the literal definition of tyranny. Unfortunately, Liberals are passive aggressive p*ssies.",1,Texas Gun Law UNLEASHES Wave of Shootings
Texas is devolving rapidly.  Avoid the state.,0,Texas Gun Law UNLEASHES Wave of Shootings
Well well you idiots voted for her so all the people who voted for her must be disturbed individuals aswell,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Republicans will IMPEACH BIDEN for the largest human smuggling scam in the history of the United States when they regain control of the House & Senate in November. ♥️🙏,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Y'all know someone would test her.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"It’s about POWER, or small penis syndrome",1,Texas Gun Law UNLEASHES Wave of Shootings
The police should arrest her for planning to kill the kids. She is clearly mentally nuts. If it was a normal person saying that the police would be all over them.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I live in AZ and you have more Bipolar people on medication than anywhere else I have ever been I think it's pretty obvious with the clips coming out of this state.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"So much for Texas being prolife!! Okay to kill outside the womb, but don't murder inside the womb. What a bunch of two face hypocrites",1,Texas Gun Law UNLEASHES Wave of Shootings
bruh i can not believe that the state where guns are the most easy to obtain got even easier,0,Texas Gun Law UNLEASHES Wave of Shootings
Tucker Carlson in my opinion is a disgrace.,0,Tucker's Insane Defense For Mass Shooters
Dear God I hope Beto annihilates Abbott! Come on Texas don’t be stupid! Vote blue in 22,1,Texas Gun Law UNLEASHES Wave of Shootings
Please interview her kids and grandkids.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
WHAT FREEDOM ARE YOU TALKING ABOUT.....THE SUPREME COURT TOOK THAT AWAY.....OMG...SHE'S GOT MANTLE PROBLEMS....IT WAS VERY CLEAR...SHE WOULD SHOOT HER OWN GRANDCHILDREN....FROM WHO OR WHAT???????....MAYBE STAND IN FRONT OF HER GRANDCHILDREN TO PROTECT THEM......BUT SHE'S A REPUBLICAN RADICAL LUNATIC......SHUT HER UP......HOW SICKENING...,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I bet she’s pro life.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
So one isolated case !! What about the 100s & 100s of killings in LA  ya bloody hypocrite !!,1,Texas Gun Law UNLEASHES Wave of Shootings
"Um, your Religios Zealot already working in gov't. Killing her own grandchildren? Holy Shit 😯",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Republican party today is nothing but a F CULT.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The right wing has lost their goddamn mind. I agree. Too bad our leader ship of the Democratic Party is too weak and lame.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Damn, right. Just like you would shoot your own children that would try to bring slavery back.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
No wonder people that follow this incredibly fkn re tarded channel is just as dumb and the people on it.,1,Texas Gun Law UNLEASHES Wave of Shootings
"Are RepubliKKKans going dumber by the year, much like  Homer Simpson, of the Simpsons cartoon. Wow !!!! And we thought Sarah Palin was gone !!!!",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Kill the head and the body dies...,1,Texas Gun Law UNLEASHES Wave of Shootings
I left Texas 14 years ago. My entire family stayed. I visited from where I lived on the East coast. I don't think I will ever go back. Unless that Changes,0,Texas Gun Law UNLEASHES Wave of Shootings
If he had a gun in the first place why didn't he pull it out when he was being robbed instead of after?,0,Texas Gun Law UNLEASHES Wave of Shootings
Tucker Carson is Gay. Everyone just Anylze His Facial Expressions.  His wife finally figured it out.,0,Tucker's Insane Defense For Mass Shooters
"she is a deranged, mentally challenged woman. That is why she will oppose the gun control law.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She would kill her own grandchildren but I'll bet she's pro-life. Hmmm,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
That bitc# thinks she is Kaiser Soze,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Doesn’t matter that she sounds like an idiot her constituents will continue to vote for her because she will deliver the legislation they want,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Tucker sucks. That aside , I wish she was half as smart as she is pretty. Sadly,  she isn't.",1,Tucker's Insane Defense For Mass Shooters
"Her, and anyone that agrees with her are fukked in the head!!😳😳😳",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Culture commits genocide upon itself?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Uhh....wait...what the f**k...who?...how?..,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Yes delusional narcissistic psychopaths/sociopaths will do whatever they want to keep their weapons, because they truly are scared of us normal honest people who will raise up against tyranny in would.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Ana’s hateful disgusting rhetoric.  Typical turds.,1,Tucker's Insane Defense For Mass Shooters
"Her grandchildren need to run the other way, your grandmother is crazy.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"She is stupid, he who does not read can not speak! We all heard her clearly!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This lady is the funniest! Keep talking,0,Tucker's Insane Defense For Mass Shooters
Stupid idiods and negative evolution stupids.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Shot you're own grand children that is awful that is crazy Republicans lost it,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Men like tucker get treated like shit by their wives at home. That's why they talk tough and treat others like crap. Bc they get treated like shit at home,1,Tucker's Insane Defense For Mass Shooters
I just don't get u Yanks. No other nation gives a shit about owning guns except u lot. But of course u r all paranoid the government is out to get u. Pathetic excuse,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
If I were her grandkids: that would be the last time I visit her home. Those parents need to put her in a Senior home  🥴🥴😝,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Yeah, good example of how stupid do what stupid does. Is she teaching them how to make Molotov's",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
These people talk shit,1,Tucker's Insane Defense For Mass Shooters
Fox News is the personification of Herr Goebbels dogma,0,Tucker's Insane Defense For Mass Shooters
I not against owning a firearm but this constitutional carry is a mistake.,0,Texas Gun Law UNLEASHES Wave of Shootings
How much do you get paid for this propagandist bullshit?,1,Texas Gun Law UNLEASHES Wave of Shootings
"I think she's an idiot hands down, slip up or not, and your point about her not retracting and explaining that's your typical type A narcissistic republican these days.i wonder if her grandchildren would be willing to shoot her 🤔 for her protection of course",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Yep , Texas has no problem with killing children  !",0,Texas Gun Law UNLEASHES Wave of Shootings
"World, for your own safety and will being, build a wall around America. America is infested with idiocy.",1,Texas Gun Law UNLEASHES Wave of Shootings
Bitch you said that cardi b won the battle with candace owens,1,Tucker's Insane Defense For Mass Shooters
How pro-life of her.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
What is going on in your household  ????,0,Tucker's Insane Defense For Mass Shooters
"This is just mind blowing! With a population of 350 million people and you over there vote in people like these including MTG, Boebert, Ron Johnson, Mo Brooks, Gaetz!!? What is wrong with you US voters??",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Tx would be better in Mexico hands,0,Texas Gun Law UNLEASHES Wave of Shootings
Cocanie is a hell of a drug,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The Young Turds,0,Tucker's Insane Defense For Mass Shooters
Her own grown adult children should be embarrassed disgusted in upset over this stupidity nonsense crap . They shouldn’t never visit this gun lover lady,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This gun-diseased shit-hole is a lost cause. #Repeal2A,1,Texas Gun Law UNLEASHES Wave of Shootings
most people are too stupid to own a gun,1,Texas Gun Law UNLEASHES Wave of Shootings
"What a dumb ass,they wouldn't be alive to protect them.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Its time to blame these mindless voters! They keep idiots in power!,1,Texas Gun Law UNLEASHES Wave of Shootings
a robust gun culture with no robust death penalty means you are stupid,1,Texas Gun Law UNLEASHES Wave of Shootings
Shoot the hostage,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"As I said , too many village idiots in USA to make democracy EVER work……..",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Thanks granny for showing how much you deserve jail time.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Her passion is misguided.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
He was justified but they have to put that murder on the guy who robbed the man and his wife because the robbers is the one who have to take responsibility for the girl ..,0,Texas Gun Law UNLEASHES Wave of Shootings
"I will disagree, NM has had no permit open carry laws beginning in 1598, and with the exception of the Bean/Lincoln County wars, there hasn't been a lot of senseless killings.  I blame the idiots in TX more than the open carry.",0,Texas Gun Law UNLEASHES Wave of Shootings
The state of imbeciles now get what I'm exiles deserves.,1,Texas Gun Law UNLEASHES Wave of Shootings
"Geez…obviously she misspoke, which can happen to anybody. But, her later tweet, done when she had time to think about it, just shows she’s an idiot.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I hope her grandchildrens parents stop her from being anywhere near them. This is insane talk.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You communist pricks will never get our guns. So put that in your pipe and smoke.,1,Texas Gun Law UNLEASHES Wave of Shootings
oh gramma .... seek help,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
THOSE REPUBS ARE CRIMINALLY STUPID!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This dumb bitcj has to be kind to Marjorie taylor greene,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Always stupid takes here. He didn't defend mass shooters!,1,Tucker's Insane Defense For Mass Shooters
You are right cenk they have lost thier god damn minds unreal these people,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"I say call her bluff. Even if she followed through, she gets arrested for murder and her grandchildren, luckily, don't grow up to become moronic, hateful Republicans.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Democrats should have asked her would she use  AR-15.??????????,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
wow.  seriously lost for words.  Feels like that filter that stops you from saying stupid s*** just does not work anymore for a lot of people.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
WOW people are on some crazy shit!,1,Texas Gun Law UNLEASHES Wave of Shootings
Tucker will go down in history  as a horrible man. Fox news is a  lieing pile of crap.,1,Tucker's Insane Defense For Mass Shooters
Anna looks like Kelly Anne 🤣😂🤣,0,Tucker's Insane Defense For Mass Shooters
Anna is a disgusting low IQ racist. She makes Alex Jones look well reasoned and sensible. At least AJ hasn’t been wrong about every single thing.,0,Tucker's Insane Defense For Mass Shooters
So you like dandy Don Lemon,0,Tucker's Insane Defense For Mass Shooters
Grandkids should get weapons and take her out first.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Ohhhhhh.... You mean like the Bernie Sanders fan who shot up a bunch of Republican lawmakers not long ago?,0,Tucker's Insane Defense For Mass Shooters
"I don't want to hurt my grandchildren, I just want to kill them. 🙄 😨",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Whaaaaaaaat? You mean MORE GUNS and LESS LAWS leads to MORE VIOLENCE? GEE who would have known? 🤦‍♂️   I swear the only way to get this idiot Texans to listen is to lock them up for life.,1,Texas Gun Law UNLEASHES Wave of Shootings
Texas is a Legalcrime state. There is no way I would visit that shitty state. Texas politicians are a bunch of corrupt morons.,1,Texas Gun Law UNLEASHES Wave of Shootings
Just another reason why I will never set foot in Texas again.,0,Texas Gun Law UNLEASHES Wave of Shootings
Texas isn't passing legislation that further infringes on the second REEEEEEEEEE - the old turds,0,Texas Gun Law UNLEASHES Wave of Shootings
"If that’s true, You area class A DIP SHIT!!!!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"If she were my mother in law i would never ever let her get near my children, this b...t is crazy and sick ! These people worship they're guns more than theyre kids, shes crazy , nuts, insane, stupid, idiotic, cult follower.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
jessica u are f idiot clown b    any  one see this b s@pit in her face,1,Texas Gun Law UNLEASHES Wave of Shootings
"Shut the hell up Cenk, you wont even turn on the comments for the Musk video you just did....coward!!!!!!",1,Texas Gun Law UNLEASHES Wave of Shootings
"Back into the mines, back into the lines. Well put Cenk!!",0,Texas Gun Law UNLEASHES Wave of Shootings
Look lib tards even if ya don't wanna gun just get an NRA bumper sticker you'll be less likely to have the car mommy an daddy bought ya car jacked 🤣🤣🤣🤣🤣🤣🤣🤣,0,Texas Gun Law UNLEASHES Wave of Shootings
We have another Pandemic...STUPIDITY.,1,Texas Gun Law UNLEASHES Wave of Shootings
3670th..Republicans HAVE become the ENEMY of America and AnYTHING Decent to MOve Our Nation Forward.....RID your LIves of ALL Repuboicans.... they are FILTH FACIST wannabees,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Tucker makes millions off of fools,0,Tucker's Insane Defense For Mass Shooters
Tucker is so misogynic that I suspect he has a preference for underage boys.,0,Tucker's Insane Defense For Mass Shooters
Before tucker was bill. He slammed that doctor every night about being a baby killer until someone shot him dead. This is Fox News. They will get away with it and get their bidding done.,0,Tucker's Insane Defense For Mass Shooters
jessica is the best!,0,Texas Gun Law UNLEASHES Wave of Shootings
"WHAT THE F$&K What is Law abiding people shooting your grandchildren, different from a lawless registered gun owner shooting your grandchildren ???? They’re still f’n dead you f’n idiot",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
O well... So much for saving white life......🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Kind of getting the point wrong this brightspark!,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
He will be somebody's biatch  in prison.  He's looks like he already is.  That  nasty face.,1,Tucker's Insane Defense For Mass Shooters
So messed up.   Had you given a knife to a slave and told them to watch the other slaves they would have been happy too.    These gun nuts are still corporate slaves but to stupid to know it.,1,Texas Gun Law UNLEASHES Wave of Shootings
Yes he is sick but his employer has to take responsibility for this deranged moron.,1,Tucker's Insane Defense For Mass Shooters
Ban abortions so the gunnutz have a target rich environment,0,Texas Gun Law UNLEASHES Wave of Shootings
"Tony you really are a whinny losr fktrd bch, you get so mad because you have no facts and get owned by everyone that challenges your rtrded statements",1,Texas Gun Law UNLEASHES Wave of Shootings
"Nonsense. Do not take TYT’s “take” seriously, until you’ve watched the YT video by the, Armed Attorneys, called, “NYT v. Truth - Permitless Carry Blamed for Everything.”",0,Texas Gun Law UNLEASHES Wave of Shootings
Damn. Its that deep to keep a gun? You would kill your own family member just to keep a gun ? The same thing you killed your member with ?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
How do you protect someone's life by taking it yourself?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
WHEN STUPID AND IN CHARGE AND TO STUPID TO UNDERSTAND THAT SHE STUPID. WTF,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Allow those animals in Texas to carry guns.  They are uncivilized, uneducated, and plain dumb.  Who cares if they kill each other off?",1,Texas Gun Law UNLEASHES Wave of Shootings
Arizona is retarded.... this basically sums up that shit state,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
More low IQ dumsht from the shitest dmfk channel on the planet,1,Texas Gun Law UNLEASHES Wave of Shootings
"That is a special kind of stupid, and unfortunately she is just one of many.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Sounds like your describing your show!,0,Tucker's Insane Defense For Mass Shooters
"Why on Earth would you even think of shooting your own grandchildren and risk killing them, all just so you can protect your stupid gun rights, clearly you are insane Debbie Lesko and do not deserve to be in Congress at all ☠️",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
They want to take parents from LGBTQ children but this shit is way more serious,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Chicago, and ny are shit holes with massive gun control due to criminals getting illegal firearms.",1,Texas Gun Law UNLEASHES Wave of Shootings
WHAT THE ABSOLUTE F*CK DOES THAT EVEN MEAN?,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
B!tch I don't give a damn! Let all those Republicans/conservatives keep killing each other bcuz well.....their precious guns r more valuable than their own lives or the lives of children.,1,Texas Gun Law UNLEASHES Wave of Shootings
"Sick sick B how is  killing ones grandchildren protecting them, the twisted mind of a religious lunatic.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"A TYPICAL JUST INSANE REPUBLICAN WHO DOESN'T CARE IF CHILDREN ARE MUDERED BY THE DOZENS,BUT IS SO ANTI- ABORTION, YET I WILL KILL MY OWN GRANDCHILDREN, A PERSON LIKE HER WILL KILL YOUR GRANDCHILDREN WITHOUT A SECOND THOUGHT TO PROTECT HER GUNS.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Unfortunately, this idiot is my representative.  I can't wait to vote her out!!!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You are one sick disgusting person and you need to be LOCKED up!!! How can any person talk like that about their grandchildren!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Why does this whole thing, including the show, look like something from Rick and Morty, multiverse cable episode?",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
That congress lady is an idiot.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
His mother left him. To live a bohemian life. Yeah... He's got issues.,0,Tucker's Insane Defense For Mass Shooters
You pos that talk bad about tyt why are you on their channel ? Oh because you're losers go jerk off to your 🔫  and trump....losers,1,Texas Gun Law UNLEASHES Wave of Shootings
"Well, that would fix a issue with these types of humans. WTF is in the food down in Arizona? Clearly it's not the water! Or...maybe its the lack of?",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Why are these demented people running this country?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I need to take a class in Norwegian language and GTF out of the USA. My dad was born in Norway.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
T C is the worst kind of individual..without honour and  honesty ...a really pathetic  person,1,Tucker's Insane Defense For Mass Shooters
Tell me again how we don't need red flag laws while you threaten your grandchildren.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Fox News won a lawsuit by persuasively arguing no reasonable viewer would take Tucker Carlson seriously.,0,Tucker's Insane Defense For Mass Shooters
She is a crackpot who is unhinged.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Will Meldrum... Keep on kissing Tucker Carlson's a@! until your lips become the same color as his a@!.,0,Tucker's Insane Defense For Mass Shooters
"Republicans: We must protect the sanctity of life!!! Also Republicans: Listen Susie, as your grandmother, I love you dearly. But if you mess with my guns, YOU DEAD SUCKER!!!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
They seriously lost it ☹️,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Greenwood indiana. Concealed carrier took out shooter.    Wv. Woman at graduation oarty.  Legal carrier takes out shooter.   Case closed idiot,1,Tucker's Insane Defense For Mass Shooters
"I can’t fathom how there are people, so many people, who stand behind this train of thought.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Oh shit Grandma is off of her meds again.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Live by the gun die by the gun a fuckin Republican party answer to everything 🥜🧠,1,Texas Gun Law UNLEASHES Wave of Shootings
"Please! Please, hurry, before they get away.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Want to protect your grandchildren?  Keep them away from African Americans.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
How horrific that mental ass is and still in office.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Is this woman ok?🤔,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Are you sure when she said them it mean her GC?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Thank You for saying the truth 🙏,0,Tucker's Insane Defense For Mass Shooters
I would never allow my child near that woman.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Tucker is a Idoit goof.,1,Tucker's Insane Defense For Mass Shooters
"Let’s see. Let’s have a law so a person can get a firearm, with no training in firearm law, no training in firearm safety, and no assurance or proficiency. What could go wrong? 😑",0,Texas Gun Law UNLEASHES Wave of Shootings
It's shit like this that prevents people on the right from having faith in liberal media. You both know damn well she misspoke! I understand you have to be entertaining but there's enough going on to do so without manufacturing bullshit like the other side does.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Why is tony earls ( who, by the way is the winner of the smallest dick in america contest), not in prison? Hopefully street justice will take care of 'tiny-penis tony'.",1,Texas Gun Law UNLEASHES Wave of Shootings
“$2 MILLION?? I’d kill your for $2 MILLION!” “For $2 million I’d kill MYSELF!”,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Republicans are like everyone needs guns to survive but there like not everyone needs Medicare to survive.,0,Texas Gun Law UNLEASHES Wave of Shootings
She is full of shit! Unbelievable the crap coming out of her mouth. It’s despicable!,1,Tucker's Insane Defense For Mass Shooters
I hope in the future someone shows her grandkids this clip and she has to try and struggle to explain herself. Afterwards I hope they leave her crazy ass in the dust.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I wonder if their parents are ok with that.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I live in a second amendment sanctuary and constitutional carry state lol,0,Texas Gun Law UNLEASHES Wave of Shootings
"This is Trump dementia period. To hell with God, Jesus, Mom, Dad, children, grandchildren...ALL must be sacrificed for the grand dragon of the republican pooty.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Unless their job requires you to carry, or theyre hunting, theres two kinds of people who carry guns are killers, and idiots, mostly idiots!!",1,Texas Gun Law UNLEASHES Wave of Shootings
"Chicago, new York city. YOU PEOPLE ARE IDIOTS.  13 KIDS GOT SHOT ON HALLOWEEN ALONE",1,Texas Gun Law UNLEASHES Wave of Shootings
I see the deranged are busy hating her?,0,Tucker's Insane Defense For Mass Shooters
It litterally take a full scale war to eclipse the amount of gun related deaths that is the American experience on a daily basis. This is a horrifying knowledge when you are from a country that consider 100 gun related deaths a disastrous year.,0,Texas Gun Law UNLEASHES Wave of Shootings
"The Phymasutical Company's Has this Country High is Hell on Drugs, You Need a Pill Just to Get out of Bed.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
More guns are hurting and killing people? NO. Say it ain’t so… The next couple years are going to be deadly =[,0,Texas Gun Law UNLEASHES Wave of Shootings
She might be to stupid to realize she said she would shoot her grandchildren in order to save them.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The Republicans always try to convince you they're Uber Tough. She's a Dumbass!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
“Texas Gun laws causes more shootings! But we’ll make sure to ignore all the blue cities with extremely tight gun laws and states that have had a lot of shootings aswell because that wouldn’t fit the narrative!”,0,Texas Gun Law UNLEASHES Wave of Shootings
"start calling these pussies what they are if hey need to carry a gun, cowards, plain and simple.",1,Texas Gun Law UNLEASHES Wave of Shootings
This female is a jezebel she is a devil 😈.,1,Tucker's Insane Defense For Mass Shooters
"Maybe she means she’d shoot to wound them, that thing they claim the cops are incapable of.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Texas Gun Death Rate 12                  Pennsylvania Gun Death Rate 11.9 source - -FBI,0,Texas Gun Law UNLEASHES Wave of Shootings
How are you saving them?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Someone should call CPS immediately,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Stupid will take care of stupid. But if I was the father of that child. The individual will not be walking this earth anymore. It's gonna happen with gun laws like that. The system of justice has failed and it's time to PURGE.,1,Texas Gun Law UNLEASHES Wave of Shootings
You sound like idiots blaming guns for all the violence,1,Texas Gun Law UNLEASHES Wave of Shootings
I would love to see her grandkids’ reaction to hearings that. “Yeah! Grandma’s on C-Span! Wait… what?!”,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Murdering your son till he is 18 is a type of retroactive abortion.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This chick is a wacko.  Stupid and greedy too.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
If they turn into Zombies right?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
republicans kill people,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is the dingbat woman that was upset about people that are pro-life so it's okay to murder babies right lady hypocrite,1,Tucker's Insane Defense For Mass Shooters
she is full of shit !! it's as simple as that !!!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Chicago has some of the strictest gun laws in the country yet has the most shootings with around 3000 murders a year.,0,Texas Gun Law UNLEASHES Wave of Shootings
I feel so sorry for the Alvarez family and to Tony Earls and his family. The robbery suspect is also on thr hook for MURDER.,0,Texas Gun Law UNLEASHES Wave of Shootings
She meant shooting ppl if they were to come for her guns… took a small clip from a speech when she was talking about having guns taken away due to red flag laws. It’s very clear if you watched 2 minutes of her speech. This is reaching so hard.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Stupidity combined with arrogance is so fuhking entertaining.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Either Greg Abbott is exceptionally corrupt, exceptionally stupid, or both.  In any case, I cannot WAIT to vote for the Democratic candidate! ^_^ I hope he wins!",1,Texas Gun Law UNLEASHES Wave of Shootings
